Sampling Area,Lontitude,Lantitude,ind,net (μm),no. of samples,depth(m),Month,Reference,COMMENTS,biomass (μgC/m3),biomass(gC/m3),biomass (molC/m3),biomass
Brazil,-43,-34,5,63,,0-100,J,"Sousa et al., 2014",austral summer,4.23E+00,4.23E-06,3.52E-07,3.52E-04
