Sampling Area,Lontitude,Lantitude,ind,net (μm),no. of samples,depth(m),Month,Reference,COMMENTS,biomass (μgC/m3),biomass(gC/m3),biomass (molC/m3),biomass
Brazil,-41.71428571,-23.57142857,11.57142857,,,,J,,,9.78E+00,9.78E-06,8.15E-07,8.15E-04
