,ind,lat,lon,net,depth,,Month,biomass (μgC/m3),biomass(gC/m3),biomass (molC/m3),biomass
MOC 1-126,5,-82,2.745,333,0-100,"Be et al., 1985",AUG,4.23E+00,4.23E-06,3.52E-07,3.52E-04
